courses_id,student_id,semester,grade,course_name,credits,departments_id,student_name,student_major,student_email,department_name,dep_building
28,3905,Fall 2023,F,Perspectives on Philosophy and Ethics,2,8,Kenneth Baker,Math,paul77@example.org,Political Science and International Relations,Brown Mission
8,73,Spring 2024,F,Theories in Finance and Investment Studies,1,13,Craig Holland,Math,lewisalan@example.org,Marketing and Digital Strategy,Robinson Island
64,3109,Spring 2024,A,Applications of Finance and Investment Studies,4,12,Stephanie Ortiz,Math,perezrandy@example.net,Finance and Investment Studies,Davis Stream
88,3908,Fall 2023,B,Perspectives on Philosophy and Ethics,3,7,Paul Trujillo,Math,phyllismoran@example.org,Philosophy and Ethics,Olsen Flats
81,979,Spring 2024,A,Ethics and Computer Science and Artificial Intelligence,1,5,Jaime Lee,Physics,qhendricks@example.net,Mechanical and Aerospace Engineering,Malone Turnpike
182,834,Spring 2024,D,Foundations of Linguistics and Modern Languages,1,10,Carrie Stanley,Math,tracymurphy@example.org,Linguistics and Modern Languages,Dana Cove
103,932,Spring 2024,A,Ethics and Business Administration and Management,4,11,Andrew Gonzalez,CS,hbrown@example.net,Business Administration and Management,Page Center
87,1423,Spring 2024,A,Ethics and Philosophy and Ethics,4,8,Frederick Powell,History,sherrychase@example.com,Political Science and International Relations,Brown Mission
114,3181,Spring 2024,F,Advanced Medicine and Biomedical Research,2,16,Matthew Hicks,CS,oroach@example.com,Medicine and Biomedical Research,Brenda Prairie
111,2274,Fall 2023,C,Principles of Business Administration and Management,4,11,Paula York,Math,fowlerjoanna@example.net,Business Administration and Management,Page Center
130,2054,Fall 2023,D,Applications of Biological Sciences,3,2,Darin Elliott,History,matthew35@example.com,Biological Sciences,Ramos Hills
72,3344,Spring 2024,F,Experimental Entrepreneurship and Innovation,1,16,Jack Larson,History,leeandrea@example.net,Medicine and Biomedical Research,Brenda Prairie
200,833,Fall 2023,A,Research in Mechanical and Aerospace Engineering,2,5,Sonya Beltran,History,tlopez@example.org,Mechanical and Aerospace Engineering,Malone Turnpike
118,2022,Fall 2023,A,Fundamentals of Entrepreneurship and Innovation,1,15,Pamela Dorsey,Physics,jimenezbrendan@example.net,Entrepreneurship and Innovation,David Dale
24,1115,Spring 2024,C,Foundations of Philosophy and Ethics,2,8,Amber Rios,History,harrisonjasmine@example.org,Political Science and International Relations,Brown Mission
37,490,Fall 2023,C,Experimental History and Cultural Studies,3,7,Michelle Ramirez,CS,vrice@example.net,Philosophy and Ethics,Olsen Flats
121,3269,Spring 2024,B,Innovations in Economics and Policy Studies,4,14,Justin Cox,Physics,brownjoanne@example.com,Economics and Policy Studies,Burns Spur
56,3787,Fall 2023,F,Modern History and Cultural Studies,2,7,Ashley Conner,History,kevinterrell@example.net,Philosophy and Ethics,Olsen Flats
46,3163,Spring 2024,D,Applications of Entrepreneurship and Innovation,1,16,John Chen,CS,henrylawrence@example.org,Medicine and Biomedical Research,Brenda Prairie
3,3147,Fall 2023,F,Perspectives on Finance and Investment Studies,1,13,Heather Munoz,Physics,jthomas@example.net,Marketing and Digital Strategy,Robinson Island
148,2121,Fall 2023,B,Introduction to History and Cultural Studies,2,6,Troy Jordan,Physics,doylebarbara@example.net,History and Cultural Studies,Brittany Corners
156,4686,Fall 2023,F,Modern Mechanical and Aerospace Engineering,4,5,Savannah Russell,History,cynthia49@example.com,Mechanical and Aerospace Engineering,Malone Turnpike
123,4848,Fall 2023,F,Advanced Philosophy and Ethics,4,7,Anthony Bailey,History,gibsonheather@example.org,Philosophy and Ethics,Olsen Flats
193,2584,Spring 2024,F,Classical Finance and Investment Studies,4,12,Robert Wright,Physics,emilymartin@example.org,Finance and Investment Studies,Davis Stream
79,966,Spring 2024,F,Modern Sociology and Anthropology,1,10,Gina Beard,Math,dianebrooks@example.org,Linguistics and Modern Languages,Dana Cove
146,2692,Fall 2023,D,Ethics and Nursing and Public Health,2,17,Mrs. Diane Wallace,CS,jordan55@example.org,Nursing and Public Health,Campos Squares
24,2109,Fall 2023,D,Foundations of Philosophy and Ethics,2,8,John Hill,Math,angelanguyen@example.net,Political Science and International Relations,Brown Mission
68,302,Spring 2024,D,History of Mechanical and Aerospace Engineering,3,6,Peter Faulkner,Physics,nashjason@example.org,History and Cultural Studies,Brittany Corners
55,1567,Fall 2023,A,Methods in Entrepreneurship and Innovation,1,16,Anthony Mckinney,History,rodriguezjulia@example.com,Medicine and Biomedical Research,Brenda Prairie
193,1579,Spring 2024,A,Classical Finance and Investment Studies,4,12,Francis Mann,CS,hunterwyatt@example.org,Finance and Investment Studies,Davis Stream
141,651,Fall 2023,A,Methods in Sociology and Anthropology,4,9,Timothy Price,History,ngomez@example.org,Sociology and Anthropology,Cynthia Square
177,4691,Spring 2024,D,Introduction to Medicine and Biomedical Research,4,16,Ashley Grant,Math,coreyatkinson@example.com,Medicine and Biomedical Research,Brenda Prairie
177,1794,Fall 2023,A,Introduction to Medicine and Biomedical Research,4,16,Aaron Brown,CS,simslisa@example.com,Medicine and Biomedical Research,Brenda Prairie
108,1660,Fall 2023,B,History of Sociology and Anthropology,4,10,Veronica Moore,Physics,vhenderson@example.com,Linguistics and Modern Languages,Dana Cove
77,4171,Spring 2024,A,Introduction to Mechanical and Aerospace Engineering,2,6,Vanessa Shaw,CS,ohendricks@example.com,History and Cultural Studies,Brittany Corners
43,67,Spring 2024,D,Case Studies in Computer Science and Artificial Intelligence,3,5,Ashley Thomas,Physics,ericksoncarol@example.org,Mechanical and Aerospace Engineering,Malone Turnpike
143,1202,Spring 2024,F,Strategies in Marketing and Digital Strategy,2,13,Samantha Irwin,Physics,ariascynthia@example.net,Marketing and Digital Strategy,Robinson Island
58,4928,Spring 2024,D,Research in Chemistry and Materials Science,2,3,Andrea Carter MD,Physics,christopherrichards@example.com,Chemistry and Materials Science,Robbins Common
88,3698,Spring 2024,D,Perspectives on Philosophy and Ethics,3,7,Daniel Scott,History,cameronjennifer@example.net,Philosophy and Ethics,Olsen Flats
176,2442,Spring 2024,D,Research in Sociology and Anthropology,2,9,Nancy Delgado,CS,freemantroy@example.com,Sociology and Anthropology,Cynthia Square
35,1926,Fall 2023,D,Theories in Economics and Policy Studies,2,15,Susan Reese,Math,rachel49@example.net,Entrepreneurship and Innovation,David Dale
97,3684,Spring 2024,A,Principles of Sociology and Anthropology,1,10,Dr. Sylvia Mccoy,History,kimharris@example.com,Linguistics and Modern Languages,Dana Cove
129,3076,Fall 2023,D,Case Studies in Entrepreneurship and Innovation,4,15,Paul Herrera,CS,xwilson@example.net,Entrepreneurship and Innovation,David Dale
194,2295,Fall 2023,D,Strategies in Political Science and International Relations,1,8,David Kramer,Physics,bookermatthew@example.net,Political Science and International Relations,Brown Mission
148,1503,Fall 2023,C,Introduction to History and Cultural Studies,2,6,Alexandra Deleon,Math,xgonzalez@example.net,History and Cultural Studies,Brittany Corners
63,803,Fall 2023,D,Case Studies in Economics and Policy Studies,4,15,Joshua Bell,Math,cynthia59@example.com,Entrepreneurship and Innovation,David Dale
125,3537,Spring 2024,D,Advanced Entrepreneurship and Innovation,4,15,Aimee Chen,History,tina65@example.com,Entrepreneurship and Innovation,David Dale
31,3653,Spring 2024,A,Modern Marketing and Digital Strategy,1,13,Mark Davis,CS,brandi05@example.com,Marketing and Digital Strategy,Robinson Island
103,1013,Spring 2024,B,Ethics and Business Administration and Management,4,11,Angela Smith,Math,tinajoseph@example.net,Business Administration and Management,Page Center
4,2602,Spring 2024,F,Innovations in Physics and Astronomy,3,2,Matthew Robertson,Physics,qwilliams@example.net,Biological Sciences,Ramos Hills
143,641,Fall 2023,A,Strategies in Marketing and Digital Strategy,2,13,Amanda Grant,Physics,floresamy@example.com,Marketing and Digital Strategy,Robinson Island
152,4836,Fall 2023,B,Research in Business Administration and Management,2,11,Ashley Kennedy,CS,pbyrd@example.org,Business Administration and Management,Page Center
120,1827,Fall 2023,B,Modern Psychology and Behavioral Sciences,2,20,Curtis Lopez,Physics,allisonhampton@example.net,Environmental and Sustainability Studies,Brittany Mission
54,2372,Spring 2024,F,Strategies in Computer Science and Artificial Intelligence,3,5,Cristian Rodriguez,Math,schandler@example.org,Mechanical and Aerospace Engineering,Malone Turnpike
121,1523,Spring 2024,F,Innovations in Economics and Policy Studies,4,14,Kirk Martinez,Physics,scott75@example.net,Economics and Policy Studies,Burns Spur
107,3289,Fall 2023,B,Foundations of Business Administration and Management,1,11,April Green,Physics,claudia24@example.org,Business Administration and Management,Page Center
139,2356,Fall 2023,D,Theories in Pharmacy and Pharmaceutical Sciences,4,18,Sandra Jefferson,History,stephaniecoleman@example.com,Pharmacy and Pharmaceutical Sciences,Bradford Ferry
158,4346,Fall 2023,A,Foundations of Entrepreneurship and Innovation,1,15,Mary Davis,Physics,colejackson@example.org,Entrepreneurship and Innovation,David Dale
147,3502,Spring 2024,B,Policy and Nursing and Public Health,3,17,Daniel Jones,CS,cbarnett@example.com,Nursing and Public Health,Campos Squares
3,1262,Spring 2024,B,Perspectives on Finance and Investment Studies,1,13,Amy Jennings,Math,adunn@example.net,Marketing and Digital Strategy,Robinson Island
158,11,Spring 2024,A,Foundations of Entrepreneurship and Innovation,1,15,Zachary Flowers,History,priscilla66@example.org,Entrepreneurship and Innovation,David Dale
3,171,Spring 2024,F,Perspectives on Finance and Investment Studies,1,13,Laura Robles,History,kimjohn@example.org,Marketing and Digital Strategy,Robinson Island
143,1908,Spring 2024,D,Strategies in Marketing and Digital Strategy,2,13,Robin Edwards,History,victor94@example.com,Marketing and Digital Strategy,Robinson Island
162,3405,Fall 2023,F,Experimental Psychology and Behavioral Sciences,2,19,Margaret Jones,History,eking@example.net,Psychology and Behavioral Sciences,Andrade Center
150,100,Fall 2023,C,Introduction to Entrepreneurship and Innovation,3,15,Ryan Mccarthy,History,adamlawson@example.net,Entrepreneurship and Innovation,David Dale
35,3982,Fall 2023,C,Theories in Economics and Policy Studies,2,15,Teresa Ferrell,History,garciaemily@example.net,Entrepreneurship and Innovation,David Dale
168,4076,Spring 2024,A,Methods in Medicine and Biomedical Research,3,16,Rodney Norton,Math,greengeorge@example.net,Medicine and Biomedical Research,Brenda Prairie
6,3277,Spring 2024,A,Methods in Economics and Policy Studies,1,14,Stacy Wilson,Physics,austinpeterson@example.org,Economics and Policy Studies,Burns Spur
65,4817,Spring 2024,C,Principles of Chemistry and Materials Science,1,4,Madison Sawyer,Physics,jimenezjacqueline@example.com,Computer Science and Artificial Intelligence,Bowman Burg
113,4603,Fall 2023,D,Ethics and Pharmacy and Pharmaceutical Sciences,3,19,Elizabeth Perry,Math,nathaniel96@example.com,Psychology and Behavioral Sciences,Andrade Center
103,3414,Spring 2024,C,Ethics and Business Administration and Management,4,11,Andrea Ortiz,History,charleshuang@example.com,Business Administration and Management,Page Center
187,1315,Spring 2024,A,Strategies in Linguistics and Modern Languages,2,10,Marc White,Physics,christopher89@example.com,Linguistics and Modern Languages,Dana Cove
177,147,Spring 2024,D,Introduction to Medicine and Biomedical Research,4,16,Keith Bentley,History,benjamin73@example.net,Medicine and Biomedical Research,Brenda Prairie
50,2893,Spring 2024,F,Classical History and Cultural Studies,4,7,Melvin Franco,CS,simsreginald@example.net,Philosophy and Ethics,Olsen Flats
85,93,Fall 2023,C,Perspectives on Business Administration and Management,4,11,Lance Mack,History,jenningskeith@example.org,Business Administration and Management,Page Center
162,1048,Fall 2023,A,Experimental Psychology and Behavioral Sciences,2,19,Alexander Curtis,History,andersonryan@example.net,Psychology and Behavioral Sciences,Andrade Center
104,2783,Fall 2023,C,Applications of Nursing and Public Health,4,17,Miss Stephanie Riley MD,Math,iramos@example.com,Nursing and Public Health,Campos Squares
84,2806,Fall 2023,F,Foundations of Entrepreneurship and Innovation,3,15,Jessica Doyle,History,desireemartin@example.com,Entrepreneurship and Innovation,David Dale
63,962,Fall 2023,A,Case Studies in Economics and Policy Studies,4,15,Ashley Bauer,Math,radams@example.org,Entrepreneurship and Innovation,David Dale
93,1681,Fall 2023,B,Introduction to Finance and Investment Studies,4,12,Jason Cole,Math,wilkersondennis@example.org,Finance and Investment Studies,Davis Stream
143,1845,Fall 2023,C,Strategies in Marketing and Digital Strategy,2,13,Joshua Kim,Physics,shawjoshua@example.net,Marketing and Digital Strategy,Robinson Island
91,4247,Spring 2024,D,Strategies in Philosophy and Ethics,1,8,Benjamin Mack,History,xmayer@example.com,Political Science and International Relations,Brown Mission
5,1740,Fall 2023,F,Applications of Economics and Policy Studies,3,14,Julia Dyer,CS,lkirby@example.com,Economics and Policy Studies,Burns Spur
128,1628,Fall 2023,B,Perspectives on Medicine and Biomedical Research,1,16,Mr. Matthew Williams,Physics,xcollins@example.net,Medicine and Biomedical Research,Brenda Prairie
99,2093,Spring 2024,A,Methods in Mechanical and Aerospace Engineering,2,5,Adam Moore,CS,cherylnewman@example.org,Mechanical and Aerospace Engineering,Malone Turnpike
165,3869,Spring 2024,A,Advanced Philosophy and Ethics,4,7,Caitlin White,Physics,patriciawise@example.net,Philosophy and Ethics,Olsen Flats
61,4704,Spring 2024,F,Perspectives on Mechanical and Aerospace Engineering,4,6,Alexa Jackson,History,richardhensley@example.org,History and Cultural Studies,Brittany Corners
10,3219,Fall 2023,B,Case Studies in Medicine and Biomedical Research,1,17,Jeffrey Stein,Math,arodriguez@example.org,Nursing and Public Health,Campos Squares
92,2766,Fall 2023,C,Policy and Chemistry and Materials Science,1,3,Dr. Frank West,History,gcase@example.org,Chemistry and Materials Science,Robbins Common
98,4483,Fall 2023,F,Ethics and Entrepreneurship and Innovation,3,16,Cynthia Mason,Math,wdavis@example.com,Medicine and Biomedical Research,Brenda Prairie
92,3492,Fall 2023,A,Policy and Chemistry and Materials Science,1,3,Kevin Vasquez,CS,llane@example.org,Chemistry and Materials Science,Robbins Common
28,2145,Spring 2024,D,Perspectives on Philosophy and Ethics,2,8,John Osborn,CS,brendamacias@example.org,Political Science and International Relations,Brown Mission
156,2763,Fall 2023,A,Modern Mechanical and Aerospace Engineering,4,5,Dominic Martin,History,dustinthomas@example.net,Mechanical and Aerospace Engineering,Malone Turnpike
191,3736,Spring 2024,D,Research in Philosophy and Ethics,4,7,Kara Weaver,CS,tracycopeland@example.net,Philosophy and Ethics,Olsen Flats
91,1774,Spring 2024,B,Strategies in Philosophy and Ethics,1,8,William Harrington Jr.,History,andrea15@example.org,Political Science and International Relations,Brown Mission
173,4396,Fall 2023,D,Policy and Marketing and Digital Strategy,1,13,Christine Salas,History,eric75@example.net,Marketing and Digital Strategy,Robinson Island
166,462,Fall 2023,B,Policy and Chemistry and Materials Science,2,3,Bailey Roberts,CS,stewartjulian@example.org,Chemistry and Materials Science,Robbins Common
